Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.36,"0.650 (0.629, 0.707)","0.872 (0.872, 0.872)","0.286 (0.260, 0.393)","0.885 (0.885, 0.885)","0.053 (0.046, 0.090)",AlloSure
0.38,"0.650 (0.629, 0.707)","0.877 (0.875, 0.879)","0.286 (0.260, 0.393)","0.889 (0.888, 0.893)","0.055 (0.049, 0.093)",AlloSure
0.4,"0.650 (0.629, 0.707)","0.881 (0.878, 0.882)","0.268 (0.260, 0.393)","0.895 (0.892, 0.896)","0.054 (0.050, 0.094)",AlloSure
0.42,"0.650 (0.629, 0.707)","0.884 (0.883, 0.888)","0.268 (0.260, 0.393)","0.898 (0.895, 0.901)","0.055 (0.053, 0.096)",AlloSure
0.44,"0.650 (0.629, 0.707)","0.888 (0.887, 0.889)","0.268 (0.255, 0.393)","0.902 (0.900, 0.903)","0.057 (0.054, 0.100)",AlloSure
0.46,"0.650 (0.629, 0.707)","0.891 (0.890, 0.892)","0.268 (0.255, 0.361)","0.905 (0.904, 0.906)","0.058 (0.055, 0.096)",AlloSure
0.48,"0.650 (0.629, 0.707)","0.896 (0.894, 0.898)","0.268 (0.255, 0.353)","0.909 (0.909, 0.912)","0.061 (0.059, 0.096)",AlloSure
0.5,"0.650 (0.629, 0.707)","0.900 (0.896, 0.900)","0.268 (0.240, 0.328)","0.913 (0.911, 0.914)","0.062 (0.056, 0.098)",AlloSure
0.52,"0.650 (0.629, 0.707)","0.904 (0.899, 0.904)","0.268 (0.240, 0.311)","0.917 (0.914, 0.918)","0.065 (0.059, 0.098)",AlloSure
0.54,"0.650 (0.629, 0.707)","0.906 (0.900, 0.908)","0.268 (0.220, 0.279)","0.920 (0.916, 0.923)","0.066 (0.057, 0.096)",AlloSure
0.56,"0.650 (0.629, 0.707)","0.910 (0.903, 0.911)","0.268 (0.220, 0.279)","0.924 (0.919, 0.926)","0.068 (0.059, 0.099)",AlloSure
0.58,"0.650 (0.629, 0.707)","0.913 (0.905, 0.913)","0.268 (0.220, 0.279)","0.927 (0.921, 0.928)","0.068 (0.060, 0.101)",AlloSure
0.02,"0.636 (0.567, 0.673)","0.401 (0.396, 0.415)","0.686 (0.660, 0.750)","0.396 (0.386, 0.411)","0.025 (0.022, 0.031)",Logistic Regression
0.04,"0.636 (0.567, 0.673)","0.964 (0.961, 0.965)","0.059 (0.059, 0.066)","0.986 (0.985, 0.987)","0.103 (0.100, 0.114)",Logistic Regression
0.06,"0.636 (0.567, 0.673)","0.971 (0.970, 0.974)","0.039 (0.015, 0.049)","0.994 (0.992, 0.995)","0.133 (0.050, 0.176)",Logistic Regression
0.08,"0.636 (0.567, 0.673)","0.975 (0.972, 0.975)","0.020 (0.000, 0.036)","0.995 (0.995, 0.996)","0.083 (0.000, 0.222)",Logistic Regression
0.1,"0.636 (0.567, 0.673)","0.976 (0.971, 0.976)","0.000 (0.000, 0.020)","0.996 (0.996, 0.996)","0.000 (0.000, 0.100)",Logistic Regression
0.12,"0.636 (0.567, 0.673)","0.976 (0.972, 0.977)","0.000 (0.000, 0.000)","0.997 (0.997, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.14,"0.636 (0.567, 0.673)","0.977 (0.974, 0.977)","0.000 (0.000, 0.000)","0.998 (0.998, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.636 (0.567, 0.673)","0.977 (0.974, 0.978)","0.000 (0.000, 0.000)","0.999 (0.998, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.636 (0.567, 0.673)","0.977 (0.974, 0.978)","0.000 (0.000, 0.000)","0.999 (0.998, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.636 (0.567, 0.673)","0.977 (0.974, 0.978)","0.000 (0.000, 0.000)","0.999 (0.998, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.636 (0.567, 0.673)","0.977 (0.975, 0.978)","0.000 (0.000, 0.000)","0.999 (0.998, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.636 (0.567, 0.673)","0.977 (0.975, 0.978)","0.000 (0.000, 0.000)","0.999 (0.999, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.636 (0.567, 0.673)","0.977 (0.975, 0.978)","0.000 (0.000, 0.000)","1.000 (0.999, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.636 (0.567, 0.673)","0.977 (0.975, 0.978)","0.000 (0.000, 0.000)","1.000 (0.999, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.636 (0.567, 0.673)","0.977 (0.975, 0.978)","0.000 (0.000, 0.000)","1.000 (0.999, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.636 (0.567, 0.673)","0.977 (0.975, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.636 (0.567, 0.673)","0.977 (0.975, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.636 (0.567, 0.673)","0.978 (0.975, 0.979)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
